Filename,FishHeight(cm),FishWidth(cm),FishDiagonal(cm),ScaleDiagonal(cm),ScaleWidth(cm),one_pixel_value,Scale Detected,Fish Detected,Circumference(cm),Area(cm),Label
IMG20230608075509.jpg,14,3,15,10,5,0.005695443645083933,True,True,35.0,30.0,0
IMG20230608075504.jpg,15,3,15,10,5,0.005989911727616645,True,True,37.0,26.0,0
IMG20230608075513.jpg,14,3,14,10,4,0.005319148936170213,True,True,35.0,28.0,0
IMG20230608075120.jpg,14,4,15,10,4,0.008085106382978723,True,True,36.0,26.0,0
IMG20230608075141.jpg,12,3,13,11,5,0.008289703315881327,True,True,29.0,25.0,0
IMG20230609085726.jpg,14,2,14,10,5,0.006245890861275477,True,True,35.0,26.0,0
IMG20230609085738.jpg,14,4,15,10,4,0.006312292358803987,True,True,35.0,28.0,0
IMG20230609085746.jpg,15,5,16,11,6,0.0055072463768115944,True,True,38.0,34.0,0
IMG20230609085803.jpg,14,3,15,11,5,0.0056146572104018916,True,True,35.0,26.0,0
IMG20230609085812.jpg,11,5,13,10,5,0.006384408602150538,True,True,30.0,24.0,0
IMG20230609085824.jpg,15,3,16,11,6,0.005904288377874456,True,True,38.0,32.0,0
IMG20230609085831.jpg,14,3,14,11,6,0.005885997521685254,True,True,35.0,31.0,0
IMG20230609085900.jpg,15,5,16,10,5,0.00662020905923345,True,True,39.0,33.0,0
IMG20230609085929.jpg,15,3,16,10,5,0.0059412132582864294,True,True,38.0,33.0,0
IMG20230609085913.jpg,15,5,16,10,5,0.0056413301662707836,True,True,38.0,32.0,0
IMG20230609085908.jpg,15,4,16,11,5,0.006329113924050633,True,True,38.0,31.0,0
IMG20230609085922.jpg,16,3,16,10,4,0.0055620608899297425,True,True,39.0,36.0,0
IMG20230609085934.jpg,15,3,15,10,4,0.005911636589919104,True,True,36.0,31.0,0
IMG20230609085940.jpg,14,3,14,10,5,0.006058673469387755,True,True,35.0,28.0,0
IMG20230609085946.jpg,14,4,15,10,5,0.006291390728476821,True,True,34.0,29.0,0
IMG20230609085951.jpg,16,3,16,10,5,0.00639300134589502,True,True,40.0,39.0,0
IMG20230609090042.jpg,15,3,16,11,5,0.006401617250673854,True,True,38.0,35.0,0
IMG20230609090026.jpg,16,4,16,10,4,0.00645819170632223,True,True,39.0,35.0,0
IMG20230609090021.jpg,16,3,16,10,5,0.006723283793347488,True,True,39.0,37.0,0
IMG20230609090036.jpg,15,3,16,10,5,0.0065653075328265375,True,True,38.0,34.0,0
IMG20230609090050.jpg,14,3,14,11,6,0.006643356643356644,True,True,36.0,29.0,0
IMG20230609090046.jpg,14,2,14,10,5,0.0068149210903873745,True,True,34.0,28.0,0
IMG20230609090105.jpg,14,3,15,11,6,0.006016466117796073,True,True,35.0,32.0,0
IMG20230609090358.jpg,17,5,18,10,5,0.006810035842293907,True,True,42.0,38.0,0
IMG20230609090704.jpg,16,3,16,11,6,0.006475800954328562,True,True,39.0,35.0,0
IMG20230609090429.jpg,15,3,15,11,5,0.006839452843772498,True,True,36.0,32.0,0
IMG20230609090436.jpg,14,3,15,11,5,0.006209150326797385,True,True,36.0,33.0,0
IMG20230609090415.jpg,16,3,16,11,5,0.006027918781725888,True,True,38.0,36.0,0
IMG20230609090724.jpg,16,3,16,11,6,0.006136950904392765,True,True,39.0,34.0,0
IMG20230609090718.jpg,14,4,15,11,6,0.006533700137551582,True,True,36.0,28.0,0
IMG20230609090706.jpg,15,3,16,11,6,0.00674237047551455,True,True,38.0,34.0,0
IMG20230609090733.jpg,17,5,18,11,6,0.006854256854256854,True,True,44.0,40.0,0
IMG20230609090752.jpg,15,3,16,10,5,0.006148867313915857,True,True,38.0,34.0,0
IMG20230609090747.jpg,15,3,16,10,4,0.006780870806566738,True,True,38.0,34.0,0
IMG20230609090740.jpg,17,5,18,11,6,0.006401617250673854,True,True,43.0,43.0,0
IMG20230609090758.jpg,15,3,15,10,5,0.0067857142857142855,True,True,36.0,32.0,0
IMG20230609090807.jpg,14,4,15,11,5,0.006254114549045424,True,True,35.0,31.0,0
IMG20230609090803.jpg,16,4,16,11,5,0.0063801208865010076,True,True,39.0,34.0,0
IMG20230609090830.jpg,14,3,15,10,4,0.006196999347684279,True,True,35.0,29.0,0
IMG20230609090851.jpg,16,3,16,11,6,0.006440677966101695,True,True,38.0,34.0,0
IMG20230609090841.jpg,16,4,17,11,6,0.005907960199004975,True,True,39.0,39.0,0
IMG20230609090822.jpg,15,3,15,11,6,0.006350267379679145,True,True,38.0,35.0,0
IMG20230609090906.jpg,15,4,15,11,6,0.006384408602150538,True,True,36.0,31.0,0
IMG20230609090856.jpg,16,4,16,10,5,0.007246376811594203,True,True,39.0,35.0,0
IMG20230609090859.jpg,14,4,15,11,5,0.006329113924050633,True,True,36.0,31.0,0
IMG20230609090910.jpg,15,4,16,11,6,0.006583506583506584,True,True,37.0,35.0,0
IMG20230609091015.jpg,17,4,18,11,6,0.007427677873338546,True,True,44.0,42.0,0
IMG20230609091011.jpg,17,4,18,11,6,0.006884057971014493,True,True,42.0,39.0,0
IMG20230609091006.jpg,17,6,18,11,5,0.007370054305663305,True,True,43.0,39.0,0
IMG20230609090920.jpg,15,4,16,11,6,0.006515775034293553,True,True,37.0,31.0,0
IMG20230609091036.jpg,15,3,16,11,6,0.007068452380952381,True,True,38.0,31.0,0
IMG20230609091020.jpg,15,5,16,11,5,0.0078125,True,True,38.0,31.0,0
IMG20230609091026.jpg,15,3,15,11,6,0.006884057971014493,True,True,37.0,32.0,0
IMG20230609091031.jpg,14,4,15,11,5,0.006358768406961178,True,True,37.0,30.0,0
IMG20230609091527.jpg,15,3,15,11,5,0.006140917905623788,True,True,38.0,32.0,0
IMG20230609091054.jpg,14,4,15,11,6,0.006560773480662983,True,True,34.0,26.0,0
IMG20230609091058.jpg,15,4,15,11,5,0.006520247083047358,True,True,36.0,33.0,0
IMG20230609091105.jpg,15,3,15,11,5,0.005733252866626433,True,True,36.0,29.0,0
IMG20230609091545.jpg,17,4,17,11,5,0.005842558425584256,True,True,42.0,40.0,0
IMG20230609091556.jpg,15,3,15,10,4,0.005257332595462092,True,True,37.0,32.0,0
IMG20230609091551.jpg,14,5,15,10,5,0.004945340968245705,True,True,36.0,30.0,0
IMG20230609091537.jpg,13,3,14,11,6,0.006320691949434464,True,True,33.0,28.0,0
IMG20230609091616.jpg,17,4,17,11,5,0.006884057971014493,True,True,42.0,36.0,0
IMG20230609091604.jpg,12,4,13,10,5,0.0060471037555697,True,True,30.0,29.0,0
IMG20230609091610.jpg,15,3,15,10,4,0.00586781964175417,True,True,37.0,31.0,0
IMG20230609091620.jpg,15,3,16,10,5,0.005821078431372549,True,True,38.0,32.0,0
IMG20230609091650.jpg,15,4,16,11,5,0.006829618979151689,True,True,38.0,36.0,0
IMG20230609091644.jpg,15,3,16,11,5,0.006121134020618557,True,True,37.0,35.0,0
IMG20230609091634.jpg,15,3,15,11,5,0.00657439446366782,True,True,37.0,32.0,0
IMG20230609091655.jpg,16,3,16,11,6,0.006780870806566738,True,True,39.0,35.0,0
IMG20230609091707.jpg,14,4,14,11,5,0.006113256113256113,True,True,34.0,24.0,0
IMG20230609091701 (1).jpg,18,3,18,10,5,0.006221349050425672,True,True,45.0,39.0,0
IMG20230609091755.jpg,16,3,16,11,6,0.007780507780507781,True,True,39.0,37.0,0
IMG20230609091713.jpg,14,3,14,11,6,0.006471389645776567,True,True,34.0,25.0,0
IMG20230609091751.jpg,15,3,16,11,5,0.007169811320754717,True,True,37.0,34.0,0
IMG20230609091815.jpg,16,4,17,11,5,0.006713780918727915,True,True,41.0,33.0,0
IMG20230609091801.jpg,17,4,17,11,5,0.006829618979151689,True,True,42.0,37.0,0
IMG20230609091852.jpg,14,2,14,11,6,0.0067857142857142855,True,True,35.0,29.0,0
IMG20230609091821.jpg,15,3,15,11,6,0.007110778443113772,True,True,37.0,33.0,0
IMG20230609091903.jpg,14,3,14,11,6,0.006985294117647059,True,True,34.0,28.0,0
IMG20230609091859.jpg,14,4,14,11,6,0.006919155134741442,True,True,35.0,29.0,0
IMG20230609091907.jpg,15,4,15,11,5,0.007159005275056519,True,True,37.0,33.0,0
IMG20230609091912.jpg,15,3,16,10,5,0.00741608118657299,True,True,38.0,36.0,0
IMG20230609092134.jpg,15,4,16,10,5,0.005889646621202728,True,True,36.0,32.0,0
IMG20230609092129.jpg,15,3,15,11,5,0.005695443645083933,True,True,37.0,33.0,0
IMG20230609092116.jpg,14,3,14,11,5,0.005370265686828717,True,True,36.0,31.0,0
IMG20230609092121.jpg,15,3,15,11,5,0.005188421627525942,True,True,37.0,31.0,0
IMG20230609092152.jpg,14,3,14,10,4,0.005199781061850027,True,True,34.0,28.0,0
IMG20230609092157.jpg,16,3,16,10,5,0.005978602894902455,True,True,39.0,37.0,0
IMG20230609092141.jpg,14,4,14,11,6,0.005993690851735016,True,True,34.0,28.0,0
IMG20230609092148.jpg,15,4,16,11,5,0.006371562709590879,True,True,38.0,33.0,0
IMG20230609092203.jpg,14,3,15,11,6,0.005933791380387258,True,True,36.0,27.0,0
IMG20230609092217.jpg,15,2,15,11,5,0.006551724137931035,True,True,35.0,26.0,0
IMG20230609093625.jpg,16,4,16,10,5,0.0055200464846019755,True,True,39.0,34.0,0
IMG20230609092208.jpg,14,2,14,10,5,0.006213211249182472,True,True,34.0,27.0,0
IMG20230609093631.jpg,14,3,15,10,4,0.005245720596355604,True,True,36.0,29.0,0
IMG20230609093719.jpg,14,3,15,10,5,0.007057949479940565,True,True,36.0,31.0,0
IMG20230609093637.jpg,15,3,16,11,5,0.005821078431372549,True,True,38.0,34.0,0
IMG20230609093659.jpg,15,4,16,11,5,0.007057949479940565,True,True,39.0,35.0,0
IMG20230609093707.jpg,14,3,15,10,5,0.006449422946367957,True,True,35.0,32.0,0
IMG20230609093724.jpg,16,3,16,11,5,0.0072852760736196315,True,True,39.0,36.0,0
IMG20230609094259.jpg,14,4,15,11,6,0.007137490608564989,True,True,36.0,33.0,0
IMG20230609093737.jpg,15,3,16,10,5,0.0059226932668329174,True,True,39.0,33.0,0
IMG20230609093732.jpg,15,4,15,11,5,0.005481823427582228,True,True,37.0,33.0,0
IMG20230609093728.jpg,15,4,16,11,6,0.006085842408712364,True,True,38.0,33.0,0
IMG20230609094305.jpg,16,3,17,11,5,0.007052709725315516,True,True,39.0,37.0,0
IMG20230609094321.jpg,16,4,17,11,5,0.005948653725735754,True,True,39.0,36.0,0
IMG20230609094313.jpg,15,3,15,10,5,0.006241787122207621,True,True,38.0,33.0,0
IMG20230609094335.jpg,13,3,14,11,6,0.006634078212290503,True,True,35.0,29.0,0
IMG20230609094622.jpg,10,6,12,10,5,0.007527733755942948,True,True,32.0,21.0,0
IMG20230609094614.jpg,15,3,15,11,5,0.005211190345584202,True,True,37.0,35.0,0
IMG20230609094603.jpg,14,3,15,11,5,0.00572289156626506,True,True,36.0,32.0,0
IMG20230609090011.jpg,12,6,14,11,7,0.007387247278382581,True,True,32.0,23.0,0
IMG20230609090012.jpg,10,5,11,11,6,0.007375776397515528,True,True,26.0,20.0,0
IMG20230609090714.jpg,12,4,13,11,6,0.007105459985041137,True,True,29.0,28.0,0
IMG20230609091628.jpg,13,4,14,11,6,0.00818260120585702,True,True,32.0,29.0,0
IMG20230609091701.jpg,18,3,19,11,5,0.006156837329876863,True,True,45.0,38.0,0
IMG20230609091738.jpg,0,0,0,0,0,0.0,False,True,3773.949499130249,454252.0,0
IMG20230519074108.jpg,16,4,16,10,4,0.005007907221929362,True,True,40.0,37.0,0
IMG20230519074119.jpg,16,3,16,11,5,0.005376344086021506,True,True,40.0,36.0,0
IMG20230519074128.jpg,17,3,17,10,5,0.0056413301662707836,True,True,40.0,40.0,0
IMG20230519074049.jpg,16,4,17,11,6,0.0056146572104018916,True,True,40.0,37.0,0
IMG20230519074139.jpg,16,3,17,11,6,0.0059226932668329174,True,True,40.0,38.0,0
IMG20230519074646.jpg,17,3,17,11,5,0.005459770114942529,True,True,44.0,43.0,0
IMG20230519074150.jpg,16,4,17,11,5,0.005497685185185185,True,True,41.0,39.0,0
IMG20230519074627.jpg,15,4,16,11,5,0.005835380835380835,True,True,38.0,33.0,0
IMG20230519074632.jpg,16,4,17,11,6,0.005191256830601093,True,True,40.0,36.0,0
IMG20230519074158.jpg,16,5,17,10,5,0.006266490765171504,True,True,41.0,37.0,0
IMG20230519074655.jpg,16,3,16,10,5,0.005191256830601093,True,True,40.0,40.0,0
IMG20230519074618.jpg,15,4,15,10,5,0.005864197530864198,True,True,36.0,30.0,0
IMG20230519074639.jpg,16,3,16,11,6,0.005266075388026608,True,True,40.0,36.0,0
IMG20230519074729.jpg,13,3,14,10,5,0.005021141649048625,True,True,32.0,18.0,0
IMG20230519074904.jpg,17,3,17,10,5,0.006756756756756757,True,True,41.0,40.0,0
IMG20230519074707.jpg,14,3,14,10,4,0.0044959772834831995,True,True,35.0,29.0,0
IMG20230519074736.jpg,16,3,16,10,4,0.0049868766404199474,True,True,38.0,33.0,0
IMG20230519074912.jpg,13,5,14,10,5,0.006751954513148543,True,True,33.0,27.0,0
IMG20230519074714.jpg,16,5,17,10,5,0.005058572949946752,True,True,41.0,39.0,0
IMG20230519074743.jpg,13,6,15,10,3,0.004602713178294574,True,True,34.0,32.0,0
IMG20230519075009.jpg,16,3,16,10,5,0.0063375583722481655,True,True,39.0,35.0,0
IMG20230519074918.jpg,14,4,15,11,5,0.006176853055916775,True,True,38.0,27.0,0
IMG20230519074925.jpg,13,3,14,10,5,0.006440677966101695,True,True,33.0,25.0,0
IMG20230519074953.jpg,16,4,17,11,5,0.006129032258064516,True,True,41.0,37.0,0
IMG20230519074937.jpg,16,3,16,10,5,0.006156837329876863,True,True,35.0,33.0,0
IMG20230519074959.jpg,15,3,16,11,5,0.005441008018327606,True,True,38.0,36.0,0
IMG20230519074930.jpg,14,3,15,10,5,0.006606397774687065,True,True,35.0,30.0,0
IMG20230519074948.jpg,15,4,16,11,5,0.006188925081433224,True,True,38.0,35.0,0
IMG20230519075024.jpg,15,5,16,11,5,0.006709039548022599,True,True,38.0,32.0,0
IMG20230519075036.jpg,15,3,16,10,4,0.006414584740040513,True,True,38.0,33.0,0
IMG20230519075042.jpg,16,3,16,11,5,0.006136950904392765,True,True,40.0,36.0,0
IMG20230519075047.jpg,15,3,15,11,5,0.0063375583722481655,True,True,36.0,29.0,0
IMG20230519075013.jpg,13,3,13,10,4,0.005621301775147929,True,True,30.0,29.0,0
IMG20230519075032.jpg,16,3,16,10,5,0.006728045325779037,True,True,40.0,38.0,0
IMG20230519075143.jpg,14,3,14,11,5,0.005462909718228867,True,True,34.0,29.0,0
IMG20230519075113.jpg,14,4,15,11,6,0.005263157894736842,True,True,33.0,31.0,0
IMG20230519075106.jpg,0,0,0,0,0,0.0,False,False,0.0,0.0,0
IMG20230519075135.jpg,17,4,17,10,5,0.005944931163954944,True,True,43.0,39.0,0
IMG20230519075129.jpg,15,5,16,11,5,0.006213211249182472,True,True,38.0,31.0,0
IMG20230519075100.jpg,19,4,20,11,5,0.0060702875399361025,True,True,49.0,51.0,0
IMG20230519075053.jpg,14,4,15,10,4,0.0059375,True,True,36.0,26.0,0
IMG20230519075121.jpg,14,5,15,10,5,0.006184895833333333,True,True,36.0,25.0,0
IMG20230519075216.jpg,17,4,18,11,5,0.0064276048714479025,True,True,44.0,42.0,0
IMG20230519075210.jpg,15,2,15,11,6,0.00659264399722415,True,True,37.0,23.0,0
IMG20230519075156.jpg,16,3,16,11,5,0.005849753694581281,True,True,35.0,32.0,0
IMG20230519075201.jpg,15,4,15,11,5,0.006113256113256113,True,True,35.0,31.0,0
IMG20230519075150.jpg,15,4,16,10,5,0.006414584740040513,True,True,40.0,38.0,0
IMG20230520093229.jpg,15,3,16,11,5,0.005771567436208992,True,True,36.0,30.0,0
IMG20230520093243.jpg,15,3,15,10,5,0.0048742945100051305,True,True,38.0,32.0,0
IMG20230520093220.jpg,15,2,15,11,5,0.0063758389261744965,True,True,36.0,28.0,0
IMG20230520093249.jpg,14,3,14,10,5,0.006436314363143632,True,True,34.0,31.0,0
IMG20230520093239.jpg,15,3,15,10,4,0.004483246814535158,True,True,37.0,30.0,0
IMG20230520093224.jpg,15,3,15,11,5,0.00645819170632223,True,True,36.0,30.0,0
IMG20230520093234.jpg,15,4,16,10,4,0.004714640198511167,True,True,37.0,29.0,0
IMG20230520093318.jpg,15,3,15,10,4,0.005523255813953488,True,True,39.0,28.0,0
IMG20230520093259.jpg,13,3,14,11,5,0.005634638196915777,True,True,33.0,25.0,0
IMG20230520093324.jpg,14,2,15,10,4,0.005313199105145414,True,True,36.0,28.0,0
IMG20230520093305.jpg,14,3,14,10,5,0.005695443645083933,True,True,35.0,26.0,0
IMG20230520093328.jpg,14,2,14,11,5,0.005140692640692641,True,True,33.0,27.0,0
IMG20230520093310.jpg,14,2,14,11,5,0.005842558425584256,True,True,30.0,17.0,0
IMG20230520093255.jpg,13,4,14,11,6,0.005900621118012423,True,True,34.0,24.0,0
IMG20230520093314.jpg,14,4,14,11,5,0.0059412132582864294,True,True,36.0,26.0,0
IMG20230520093341.jpg,15,4,16,10,5,0.005705705705705706,True,True,36.0,34.0,0
IMG20230520093441.jpg,14,4,15,10,5,0.0063249001331557924,True,True,34.0,28.0,0
IMG20230520093337.jpg,13,3,14,10,5,0.005160239000543183,True,True,33.0,25.0,0
IMG20230520093402.jpg,15,2,15,10,5,0.0055620608899297425,True,True,38.0,27.0,0
IMG20230520093446.jpg,13,3,14,10,5,0.006105398457583547,True,True,33.0,26.0,0
IMG20230520093352.jpg,15,5,16,10,5,0.006445047489823609,True,True,38.0,27.0,0
IMG20230520093345.jpg,13,2,14,10,5,0.005757575757575757,True,True,33.0,24.0,0
IMG20230520093509.jpg,14,2,14,10,5,0.004670599803343166,True,True,34.0,28.0,0
IMG20230520093513.jpg,14,3,14,10,5,0.005274847307051638,True,True,33.0,26.0,0
IMG20230520093503.jpg,17,3,17,10,4,0.004881808838643371,True,True,41.0,39.0,0
IMG20230520093451.jpg,14,3,14,11,5,0.00547550432276657,True,True,35.0,25.0,0
IMG20230520093459.jpg,14,3,15,11,5,0.005237045203969129,True,True,35.0,23.0,0
IMG20230520093455.jpg,15,3,15,10,5,0.005364201016374929,True,True,36.0,24.0,0
IMG20230520093520.jpg,15,3,16,10,5,0.006283068783068783,True,True,38.0,36.0,0
IMG20230520093608.jpg,15,4,16,11,6,0.006578947368421052,True,True,39.0,32.0,0
IMG20230520093544.jpg,14,3,14,11,5,0.0062997347480106105,True,True,33.0,26.0,0
IMG20230520093549.jpg,13,2,14,10,5,0.006423258958755916,True,True,31.0,23.0,0
IMG20230520093524.jpg,13,3,14,10,5,0.005740181268882176,True,True,33.0,25.0,0
IMG20230520093538.jpg,13,2,13,10,5,0.006283068783068783,True,True,32.0,24.0,0
IMG20230520093534.jpg,14,3,15,11,6,0.006648005598320504,True,True,34.0,28.0,0
IMG20230520093529.jpg,15,3,15,11,6,0.006524725274725275,True,True,35.0,31.0,0
IMG20230520093612.jpg,16,3,16,11,5,0.005926388022457892,True,True,38.0,36.0,0
IMG20230520093617.jpg,16,3,16,11,5,0.006012658227848101,True,True,38.0,28.0,0
IMG20230520093621.jpg,14,4,15,10,4,0.005685218432076601,True,True,35.0,31.0,0
IMG_20240227_094647360.jpg,0,0,0,0,0,0.0,False,True,5795.891839623451,725836.5,0
IMG_20240227_094649800.jpg,0,0,0,0,0,0.0,False,True,4985.298914194107,635004.5,0
IMG_20240227_094701671.jpg,0,0,0,0,0,0.0,False,True,5577.718174695969,673697.0,0
IMG_20240227_094653674.jpg,0,0,0,0,0,0.0,False,True,4862.005404949188,497840.5,0
IMG_20240227_094639638.jpg,0,0,0,0,0,0.0,False,True,5209.929285764694,577359.0,0
IMG20230523095725.jpg,14,3,15,11,6,0.006502395619438741,True,True,35.0,28.0,0
IMG20230523095709.jpg,15,4,16,11,7,0.007094846900672144,True,True,37.0,28.0,0
IMG20230523095721.jpg,14,3,14,11,5,0.006810035842293907,True,True,35.0,30.0,0
IMG20230523095705.jpg,14,2,14,10,4,0.0067043048694424845,True,True,34.0,27.0,0
IMG20230523095700.jpg,14,3,15,11,5,0.006829618979151689,True,True,36.0,30.0,0
IMG20230523095721 (1).jpg,14,4,15,11,5,0.006795422031473534,True,True,35.0,28.0,0
IMG20230523095657.jpg,14,3,15,10,5,0.005959849435382685,True,True,35.0,28.0,0
IMG20230523095652.jpg,14,4,15,10,5,0.006766381766381766,True,True,34.0,28.0,0
IMG20230523095646.jpg,14,3,14,10,4,0.006520247083047358,True,True,33.0,24.0,0
IMG_20240227_095301029.jpg,0,0,0,0,0,0.0,False,True,4836.02979016304,497554.5,0
IMG_20240227_100105833.jpg,0,0,0,0,0,0.0,False,True,5990.560887813568,738246.0,0
IMG_20240227_095729930.jpg,0,0,0,0,0,0.0,False,True,4716.0125505924225,555739.0,0
IMG_20240227_095711091.jpg,0,0,0,0,0,0.0,False,True,4696.782100200653,514981.0,0
IMG_20240227_095644467.jpg,0,0,0,0,0,0.0,False,False,0.0,0.0,0
IMG_20240227_095634127.jpg,0,0,0,0,0,0.0,False,True,5303.007495880127,627468.0,0
IMG_20240227_095551538.jpg,0,0,0,0,0,0.0,False,True,5183.662259101868,626341.5,0
IMG_20240227_100506443.jpg,0,0,0,0,0,0.0,False,False,0.0,0.0,0
IMG_20240227_101140323.jpg,0,0,0,0,0,0.0,False,True,5443.835924386978,620099.0,0
20240704095302994_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,6509.798472881317,906191.5,0
20240704095606058_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,6661.036069869995,1129993.0,0
20240704100125915_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,5614.845160007477,710353.0,0
20240704100601135_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,5600.585273504257,848760.0,0
20240704101058501_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,7011.359009981155,1087467.0,0
20240709122535778_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,7313.012903094292,1207291.5,0
20240709122624031_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,6885.33043885231,934861.0,0
20240709122927485_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,6178.3741582632065,822224.0,0
20240709123142418_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,6291.195448637009,874337.5,0
20240709123202419_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,5782.051222085953,823107.0,0
20240709123310738_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,6245.27156496048,801328.0,0
20240709123401147_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,6200.703022003174,865538.0,0
20240709123528279_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,5858.47762799263,727453.0,0
20240711095903461_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,7118.447322130203,1142744.0,0
20240711095904263_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,7118.447322130203,1142744.0,0
20240711095904507_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,7118.447322130203,1142744.0,0
20240711095904706_sardine_bad.jpeg,0,0,0,0,0,0.0,False,True,7118.447322130203,1142744.0,0
