date,filename,filename_id,fish_detected,confidence,actual_class,predicted_class,reason
2024-12-10,2024-12-10_10_39_23_(17788)_sardine_input.jpeg,(17788)_(1),2,[    0.94895     0.95084],Bad,Good,0.51321906
2024-12-10,2024-12-10_10_39_23_(17788)_sardine_input.jpeg,(17788)_(2),2,[    0.94895     0.95084],Bad,Bad,Softness-0.08866969496011734
2024-12-10,2024-12-10_10_42_58_(17806)_sardine_input.jpeg,(17806)_(1),2,[    0.93533     0.94125],Bad,Bad,Softness-0.058495085686445236
2024-12-10,2024-12-10_10_42_58_(17806)_sardine_input.jpeg,(17806)_(2),2,[    0.93533     0.94125],Bad,Bad,Softness-0.2701781690120697
2024-12-10,2024-12-10_10_38_58_(17786)_sardine_input.jpeg,(17786)_(1),2,[    0.93492     0.94259],Bad,Bad,Softness-0.03037291392683983
2024-12-10,2024-12-10_10_38_58_(17786)_sardine_input.jpeg,(17786)_(2),2,[    0.93492     0.94259],Bad,Good,0.62666357
2024-12-10,2024-12-10_10_40_36_(17794)_sardine_input.jpeg,(17794)_(1),2,[    0.94572     0.94854],Bad,Bad,Softness-0.0950712040066719
2024-12-10,2024-12-10_10_40_36_(17794)_sardine_input.jpeg,(17794)_(2),2,[    0.94572     0.94854],Bad,Bad,Softness-0.18899017572402954
2024-12-10,2024-12-10_10_37_21_(17779)_sardine_input.jpeg,(17779)_(1),2,[    0.92766     0.92012],Bad,Bad,Softness-0.4918676018714905
2024-12-10,2024-12-10_10_37_21_(17779)_sardine_input.jpeg,(17779)_(2),2,[    0.92766     0.92012],Bad,Bad,Softness-0.144018292427063
2024-12-10,2024-12-10_10_40_46_(17795)_sardine_input.jpeg,(17795)_(1),2,[    0.94775     0.94274],Bad,Good,0.87475383
2024-12-10,2024-12-10_10_40_46_(17795)_sardine_input.jpeg,(17795)_(2),2,[    0.94775     0.94274],Bad,Bad,Softness-0.07262466102838516
2024-12-10,2024-12-10_10_43_20_(17808)_sardine_input.jpeg,(17808)_(1),2,[     0.9306     0.92631],Bad,Bad,Softness-0.20825549960136414
2024-12-10,2024-12-10_10_43_20_(17808)_sardine_input.jpeg,(17808)_(2),2,[     0.9306     0.92631],Bad,Bad,Softness-0.2192935049533844
2024-12-10,2024-12-10_10_40_24_(17793)_sardine_input.jpeg,(17793)_(1),2,[    0.93639     0.93004],Bad,Bad,Softness-0.2149803191423416
2024-12-10,2024-12-10_10_40_24_(17793)_sardine_input.jpeg,(17793)_(2),2,[    0.93639     0.93004],Bad,Bad,Softness-0.0509767010807991
2024-12-10,2024-12-10_10_37_39_(17780)_sardine_input.jpeg,(17780)_(1),2,[    0.93248     0.93936],Bad,Bad,Softness-0.0732329860329628
2024-12-10,2024-12-10_10_37_39_(17780)_sardine_input.jpeg,(17780)_(2),2,[    0.93248     0.93936],Bad,Bad,Softness-0.020291373133659363
2024-12-10,2024-12-10_10_42_10_(17802)_sardine_input.jpeg,(17802)_(1),2,[    0.91762     0.91265],Bad,Bad,Softness-0.07457351684570312
2024-12-10,2024-12-10_10_42_10_(17802)_sardine_input.jpeg,(17802)_(2),2,[    0.91762     0.91265],Bad,Bad,Softness-0.25596362352371216
2024-12-10,2024-12-10_10_39_36_(17789)_sardine_input.jpeg,(17789)_(1),2,[    0.94589      0.9407],Bad,Bad,Softness-0.4659136235713959
2024-12-10,2024-12-10_10_39_36_(17789)_sardine_input.jpeg,(17789)_(2),2,[    0.94589      0.9407],Bad,Bad,Softness-0.46463191509246826
2024-12-10,2024-12-10_10_34_14_(17765)_sardine_input.jpeg,(17765)_(1),2,[    0.94169     0.93609],Bad,Good,0.55558836
2024-12-10,2024-12-10_10_34_14_(17765)_sardine_input.jpeg,(17765)_(2),2,[    0.94169     0.93609],Bad,Bad,Softness-0.2887275516986847
2024-12-10,2024-12-10_10_35_58_(17773)_sardine_input.jpeg,(17773)_(1),2,[    0.93817     0.94437],Bad,Bad,Softness-0.023799164220690727
2024-12-10,2024-12-10_10_35_58_(17773)_sardine_input.jpeg,(17773)_(2),2,[    0.93817     0.94437],Bad,Bad,Softness-0.18901458382606506
2024-12-10,2024-12-10_10_38_43_(17785)_sardine_input.jpeg,(17785)_(1),2,[     0.9188     0.92466],Bad,Good,0.7029067
2024-12-10,2024-12-10_10_38_43_(17785)_sardine_input.jpeg,(17785)_(2),2,[     0.9188     0.92466],Bad,Bad,Softness-0.2944929003715515
2024-12-10,2024-12-10_10_35_46_(17772)_sardine_input.jpeg,(17772)_(1),2,[    0.92042     0.92693],Bad,Bad,Softness-0.03824200853705406
2024-12-10,2024-12-10_10_35_46_(17772)_sardine_input.jpeg,(17772)_(2),2,[    0.92042     0.92693],Bad,Bad,Softness-0.33664098381996155
2024-12-10,2024-12-10_10_36_44_(17776)_sardine_input.jpeg,(17776)_(1),2,[    0.91972     0.94063],Bad,Good,0.9295064
2024-12-10,2024-12-10_10_36_44_(17776)_sardine_input.jpeg,(17776)_(2),2,[    0.91972     0.94063],Bad,Good,0.7453091
2024-12-10,2024-12-10_10_43_41_(17810)_sardine_input.jpeg,(17810)_(1),2,[     0.9469     0.95491],Bad,Bad,Softness-0.05906987935304642
2024-12-10,2024-12-10_10_43_41_(17810)_sardine_input.jpeg,(17810)_(2),2,[     0.9469     0.95491],Bad,Bad,Softness-0.009464168921113014
2024-12-10,2024-12-10_10_36_59_(17777)_sardine_input.jpeg,(17777)_(1),2,[    0.91545     0.93657],Bad,Bad,Softness-0.3405904769897461
2024-12-10,2024-12-10_10_36_59_(17777)_sardine_input.jpeg,(17777)_(2),2,[    0.91545     0.93657],Bad,Good,0.5224509
2024-12-10,2024-12-10_10_34_36_(17767)_sardine_input.jpeg,(17767)_(1),2,[    0.92487     0.93719],Bad,Good,0.7695221
2024-12-10,2024-12-10_10_34_36_(17767)_sardine_input.jpeg,(17767)_(2),2,[    0.92487     0.93719],Bad,Bad,Softness-0.19844767451286316
2024-12-10,2024-12-10_10_42_20_(17803)_sardine_input.jpeg,(17803)_(1),2,[    0.94737     0.92256],Bad,Bad,Softness-0.4791407883167267
2024-12-10,2024-12-10_10_42_20_(17803)_sardine_input.jpeg,(17803)_(2),2,[    0.94737     0.92256],Bad,Bad,Softness-0.2718277871608734
2024-12-10,2024-12-10_10_36_15_(17774)_sardine_input.jpeg,(17774)_(1),2,[    0.94424     0.94556],Bad,Bad,Softness-0.06588126718997955
2024-12-10,2024-12-10_10_36_15_(17774)_sardine_input.jpeg,(17774)_(2),2,[    0.94424     0.94556],Bad,Good,0.7770172
2024-12-10,2024-12-10_10_34_49_(17768)_sardine_input.jpeg,(17768)_(1),2,[    0.93097     0.94371],Bad,Bad,Softness-0.025966135784983635
2024-12-10,2024-12-10_10_34_49_(17768)_sardine_input.jpeg,(17768)_(2),2,[    0.93097     0.94371],Bad,Bad,Softness-0.0012496201088652015
2024-12-10,2024-12-10_10_37_09_(17778)_sardine_input.jpeg,(17778)_(1),2,[    0.92934     0.93913],Bad,Bad,Softness-0.029346583411097527
2024-12-10,2024-12-10_10_37_09_(17778)_sardine_input.jpeg,(17778)_(2),2,[    0.92934     0.93913],Bad,Bad,Softness-0.03892069309949875
2024-12-10,2024-12-10_10_35_25_(17771)_sardine_input.jpeg,(17771)_(1),2,[    0.90753     0.93534],Bad,Bad,Softness-0.0594509057700634
2024-12-10,2024-12-10_10_35_25_(17771)_sardine_input.jpeg,(17771)_(2),2,[    0.90753     0.93534],Bad,Bad,Softness-0.3714047968387604
2024-12-10,2024-12-10_10_39_09_(17787)_sardine_input.jpeg,(17787)_(1),2,[    0.93598     0.94367],Bad,Bad,Softness-0.10082690417766571
2024-12-10,2024-12-10_10_39_09_(17787)_sardine_input.jpeg,(17787)_(2),2,[    0.93598     0.94367],Bad,Good,0.6427455
2024-12-10,2024-12-10_10_43_32_(17809)_sardine_input.jpeg,(17809)_(1),2,[    0.91785     0.92619],Bad,Bad,Softness-0.28973710536956787
2024-12-10,2024-12-10_10_43_32_(17809)_sardine_input.jpeg,(17809)_(2),2,[    0.91785     0.92619],Bad,Bad,Softness-0.19581061601638794
2024-12-10,2024-12-10_10_38_22_(17783)_sardine_input.jpeg,(17783)_(1),2,[    0.92903     0.94362],Bad,Bad,Softness-0.2415904551744461
2024-12-10,2024-12-10_10_38_22_(17783)_sardine_input.jpeg,(17783)_(2),2,[    0.92903     0.94362],Bad,Bad,Softness-0.011562799103558064
2024-12-10,2024-12-10_10_38_12_(17782)_sardine_input.jpeg,(17782)_(1),2,[    0.93591     0.94137],Bad,Bad,Softness-0.0018848349573090672
2024-12-10,2024-12-10_10_38_12_(17782)_sardine_input.jpeg,(17782)_(2),2,[    0.93591     0.94137],Bad,Bad,Softness-0.04347686842083931
2024-12-10,2024-12-10_10_43_50_(17811)_sardine_input.jpeg,(17811)_(1),2,[    0.92647      0.9204],Bad,Good,0.7568979
2024-12-10,2024-12-10_10_43_50_(17811)_sardine_input.jpeg,(17811)_(2),2,[    0.92647      0.9204],Bad,Good,0.7563309
2024-12-10,2024-12-10_10_38_33_(17784)_sardine_input.jpeg,(17784)_(1),2,[    0.92267     0.93033],Bad,Bad,Softness-0.1578208953142166
2024-12-10,2024-12-10_10_38_33_(17784)_sardine_input.jpeg,(17784)_(2),2,[    0.92267     0.93033],Bad,Bad,Softness-0.07637935876846313
2024-12-10,2024-12-10_10_34_03_(17764)_sardine_input.jpeg,(17764)_(1),2,[    0.91283     0.93346],Bad,Bad,Softness-0.35518112778663635
2024-12-10,2024-12-10_10_34_03_(17764)_sardine_input.jpeg,(17764)_(2),2,[    0.91283     0.93346],Bad,Bad,Softness-0.09012981504201889
2024-12-10,2024-12-10_10_39_50_(17790)_sardine_input.jpeg,(17790)_(1),2,[    0.94231     0.93787],Bad,Bad,Softness-0.41939276456832886
2024-12-10,2024-12-10_10_39_50_(17790)_sardine_input.jpeg,(17790)_(2),2,[    0.94231     0.93787],Bad,Bad,Softness-0.005321505945175886
2024-12-10,2024-12-10_10_42_46_(17805)_sardine_input.jpeg,(17805)_(1),2,[    0.90575     0.94474],Bad,Bad,Softness-0.03365243598818779
2024-12-10,2024-12-10_10_42_46_(17805)_sardine_input.jpeg,(17805)_(2),2,[    0.90575     0.94474],Bad,Bad,Softness-0.19768047332763672
2024-12-10,2024-12-10_10_42_33_(17804)_sardine_input.jpeg,(17804)_(1),2,[    0.93023     0.92448],Bad,Good,0.7961941
2024-12-10,2024-12-10_10_42_33_(17804)_sardine_input.jpeg,(17804)_(2),2,[    0.93023     0.92448],Bad,Bad,Softness-0.3343428075313568
2024-12-10,2024-12-10_10_43_10_(17807)_sardine_input.jpeg,(17807)_(1),2,[    0.92699     0.93809],Bad,Bad,Softness-0.09823000431060791
2024-12-10,2024-12-10_10_43_10_(17807)_sardine_input.jpeg,(17807)_(2),2,[    0.92699     0.93809],Bad,Bad,Softness-0.33399099111557007
2024-12-10,2024-12-10_10_40_59_(17796)_sardine_input.jpeg,(17796)_(1),2,[     0.9126     0.92097],Bad,Good,0.6004408
2024-12-10,2024-12-10_10_40_59_(17796)_sardine_input.jpeg,(17796)_(2),2,[     0.9126     0.92097],Bad,Good,0.56846917
2024-12-10,2024-12-10_10_41_47_(17800)_sardine_input.jpeg,(17800)_(1),2,[    0.93985     0.93248],Bad,Bad,Softness-0.003717538435012102
2024-12-10,2024-12-10_10_41_47_(17800)_sardine_input.jpeg,(17800)_(2),2,[    0.93985     0.93248],Bad,Bad,Softness-0.14516794681549072
2024-12-10,2024-12-10_10_40_02_(17791)_sardine_input.jpeg,(17791)_(1),2,[    0.94057     0.93576],Bad,Bad,Softness-0.029002871364355087
2024-12-10,2024-12-10_10_40_02_(17791)_sardine_input.jpeg,(17791)_(2),2,[    0.94057     0.93576],Bad,Bad,Softness-0.13725143671035767
2024-12-10,2024-12-10_10_34_27_(17766)_sardine_input.jpeg,(17766)_(1),2,[    0.92989     0.91274],Bad,Bad,Softness-0.03018375299870968
2024-12-10,2024-12-10_10_34_27_(17766)_sardine_input.jpeg,(17766)_(2),2,[    0.92989     0.91274],Bad,Bad,Softness-0.22080421447753906
2024-12-10,2024-12-10_10_36_31_(17775)_sardine_input.jpeg,(17775)_(1),2,[     0.8939     0.93706],Bad,Bad,Softness-0.05103851109743118
2024-12-10,2024-12-10_10_36_31_(17775)_sardine_input.jpeg,(17775)_(2),2,[     0.8939     0.93706],Bad,Good,0.7686528
2024-12-10,2024-12-10_10_41_57_(17801)_sardine_input.jpeg,(17801)_(1),2,[    0.90691     0.93568],Bad,Bad,Softness-0.37958255410194397
2024-12-10,2024-12-10_10_41_57_(17801)_sardine_input.jpeg,(17801)_(2),2,[    0.90691     0.93568],Bad,Bad,Softness-0.13330604135990143
2024-12-10,2024-12-10_10_44_03_(17812)_sardine_input.jpeg,(17812)_(1),2,[    0.91983     0.89986],Good,Good,0.7264093
2024-12-10,2024-12-10_10_44_03_(17812)_sardine_input.jpeg,(17812)_(2),2,[    0.91983     0.89986],Good,Bad,Softness-0.3121706545352936
2025-01-21,2025-01-21_10_40_11_(18856)_sardine_input.jpeg,(18856)_(1),2,[    0.92635     0.92459],Bad,Good,0.766698
2025-01-21,2025-01-21_10_40_11_(18856)_sardine_input.jpeg,(18856)_(2),2,[    0.92635     0.92459],Bad,Good,0.9565433
2025-01-21,2025-01-21_10_41_40_(18864)_sardine_input.jpeg,(18864)_(1),2,[    0.92672     0.94769],Bad,Bad,Softness-0.4825054705142975
2025-01-21,2025-01-21_10_41_40_(18864)_sardine_input.jpeg,(18864)_(2),2,[    0.92672     0.94769],Bad,Good,0.8361304
2025-01-21,2025-01-21_11_00_14_(18922)_sardine_input.jpeg,(18922)_(1),2,[    0.94076     0.94056],Bad,Bad,Softness-0.3563988506793976
2025-01-21,2025-01-21_11_00_14_(18922)_sardine_input.jpeg,(18922)_(2),2,[    0.94076     0.94056],Bad,Good,0.9383424
2025-01-21,2025-01-21_11_00_35_(18924)_sardine_input.jpeg,(18924)_(1),2,[    0.93032      0.9365],Bad,Bad,Softness-0.33076539635658264
2025-01-21,2025-01-21_11_00_35_(18924)_sardine_input.jpeg,(18924)_(2),2,[    0.93032      0.9365],Bad,Bad,Softness-0.20877566933631897
2025-01-21,2025-01-21_11_01_06_(18927)_sardine_input.jpeg,(18927)_(1),2,[    0.91627     0.92694],Bad,Bad,Softness-0.39729419350624084
2025-01-21,2025-01-21_11_01_06_(18927)_sardine_input.jpeg,(18927)_(2),2,[    0.91627     0.92694],Bad,Good,0.62053293
2025-01-21,2025-01-21_11_00_57_(18926)_sardine_input.jpeg,(18926)_(1),2,[    0.94419     0.94408],Bad,Bad,Softness-0.4805196225643158
2025-01-21,2025-01-21_11_00_57_(18926)_sardine_input.jpeg,(18926)_(2),2,[    0.94419     0.94408],Bad,Bad,Softness-0.018469203263521194
2025-01-21,2025-01-21_11_01_18_(18928)_sardine_input.jpeg,(18928)_(1),2,[    0.92836     0.93994],Bad,Bad,Softness-0.4564213156700134
2025-01-21,2025-01-21_11_01_18_(18928)_sardine_input.jpeg,(18928)_(2),2,[    0.92836     0.93994],Bad,Bad,Softness-0.009854992851614952
2025-01-21,2025-01-21_11_01_29_(18929)_sardine_input.jpeg,(18929)_(1),2,[    0.93862     0.95719],Bad,Bad,Softness-0.1254955530166626
2025-01-21,2025-01-21_11_01_29_(18929)_sardine_input.jpeg,(18929)_(2),2,[    0.93862     0.95719],Bad,Bad,Softness-0.17155031859874725
2025-01-21,2025-01-21_10_30_24_(18833)_sardine_input.jpeg,(18833)_(1),2,[    0.92856     0.92673],Bad,Bad,Softness-0.47014090418815613
2025-01-21,2025-01-21_10_30_24_(18833)_sardine_input.jpeg,(18833)_(2),2,[    0.92856     0.92673],Bad,Bad,Softness-0.2631731927394867
2025-01-21,2025-01-21_10_42_26_(18868)_sardine_input.jpeg,(18868)_(1),2,[    0.94511     0.94785],Bad,Bad,Softness-0.2330790013074875
2025-01-21,2025-01-21_10_42_26_(18868)_sardine_input.jpeg,(18868)_(2),2,[    0.94511     0.94785],Bad,Good,0.72955203
2025-01-21,2025-01-21_10_40_22_(18857)_sardine_input.jpeg,(18857)_(1),2,[    0.93157      0.9251],Bad,Bad,Softness-0.4457888901233673
2025-01-21,2025-01-21_10_40_22_(18857)_sardine_input.jpeg,(18857)_(2),2,[    0.93157      0.9251],Bad,Good,0.84570783
2025-01-21,2025-01-21_10_41_08_(18861)_sardine_input.jpeg,(18861)_(1),2,[    0.93617     0.93906],Bad,Good,0.8322017
2025-01-21,2025-01-21_10_41_08_(18861)_sardine_input.jpeg,(18861)_(2),2,[    0.93617     0.93906],Bad,Good,0.9388226
2025-01-21,2025-01-21_10_41_50_(18865)_sardine_input.jpeg,(18865)_(1),2,[    0.93921     0.94834],Bad,Good,0.87582207
2025-01-21,2025-01-21_10_41_50_(18865)_sardine_input.jpeg,(18865)_(2),2,[    0.93921     0.94834],Bad,Good,0.9195834
2025-01-21,2025-01-21_10_21_13_(18788)_sardine_input.jpeg,(18788)_(1),2,[    0.91871     0.93777],Bad,Bad,Damaged-0.8590242862701416
2025-01-21,2025-01-21_10_21_13_(18788)_sardine_input.jpeg,(18788)_(2),2,[    0.91871     0.93777],Bad,Bad,Softness-0.31150129437446594
2025-01-21,2025-01-21_10_59_43_(18919)_sardine_input.jpeg,(18919)_(1),2,[    0.95061     0.95234],Bad,Good,0.50555056
2025-01-21,2025-01-21_10_59_43_(18919)_sardine_input.jpeg,(18919)_(2),2,[    0.95061     0.95234],Bad,Bad,Softness-0.1364830732345581
2025-01-21,2025-01-21_11_00_48_(18925)_sardine_input.jpeg,(18925)_(1),2,[    0.93125     0.93269],Bad,Good,0.67530644
2025-01-21,2025-01-21_11_00_48_(18925)_sardine_input.jpeg,(18925)_(2),2,[    0.93125     0.93269],Bad,Bad,Softness-0.3682536482810974
2025-01-21,2025-01-21_10_40_47_(18859)_sardine_input.jpeg,(18859)_(1),2,[     0.9451     0.95051],Bad,Good,0.8663442
2025-01-21,2025-01-21_10_40_47_(18859)_sardine_input.jpeg,(18859)_(2),2,[     0.9451     0.95051],Bad,Good,0.8205868
2025-01-21,2025-01-21_10_39_47_(18854)_sardine_input.jpeg,(18854)_(1),2,[    0.90898     0.93909],Bad,Good,0.90190995
2025-01-21,2025-01-21_10_39_47_(18854)_sardine_input.jpeg,(18854)_(2),2,[    0.90898     0.93909],Bad,Bad,Softness-0.24296483397483826
2025-01-21,2025-01-21_10_20_44_(18786)_sardine_input.jpeg,(18786)_(1),2,[     0.9276     0.92499],Bad,Good,0.7699794
2025-01-21,2025-01-21_10_20_44_(18786)_sardine_input.jpeg,(18786)_(2),2,[     0.9276     0.92499],Bad,Good,0.7899022
2025-01-21,2025-01-21_10_40_34_(18858)_sardine_input.jpeg,(18858)_(1),2,[    0.93524     0.93787],Bad,Bad,Softness-0.13825927674770355
2025-01-21,2025-01-21_10_40_34_(18858)_sardine_input.jpeg,(18858)_(2),2,[    0.93524     0.93787],Bad,Bad,Softness-0.23017999529838562
2025-01-21,2025-01-21_10_20_28_(18785)_sardine_input.jpeg,(18785)_(1),2,[    0.92759       0.934],Bad,Bad,Softness-0.06452623009681702
2025-01-21,2025-01-21_10_20_28_(18785)_sardine_input.jpeg,(18785)_(2),2,[    0.92759       0.934],Bad,Bad,Softness-0.24661949276924133
2025-01-21,2025-01-21_10_51_19_(18871)_sardine_input.jpeg,(18871)_(1),2,[    0.92779     0.93846],Bad,Bad,Softness-0.11104567348957062
2025-01-21,2025-01-21_10_51_19_(18871)_sardine_input.jpeg,(18871)_(2),2,[    0.92779     0.93846],Bad,Good,0.72442895
2025-01-21,2025-01-21_10_19_56_(18783)_sardine_input.jpeg,(18783)_(1),2,[    0.92194     0.91635],Bad,Bad,Softness-0.3752221465110779
2025-01-21,2025-01-21_10_19_56_(18783)_sardine_input.jpeg,(18783)_(2),2,[    0.92194     0.91635],Bad,Good,0.9149293
2025-01-21,2025-01-21_10_21_25_(18789)_sardine_input.jpeg,(18789)_(1),2,[    0.92881     0.93857],Bad,Bad,Softness-0.2520061731338501
2025-01-21,2025-01-21_10_21_25_(18789)_sardine_input.jpeg,(18789)_(2),2,[    0.92881     0.93857],Bad,Good,0.50310755
2025-01-21,2025-01-21_10_21_44_(18790)_sardine_input.jpeg,(18790)_(1),2,[    0.93459     0.94982],Bad,Bad,Softness-0.03852074593305588
2025-01-21,2025-01-21_10_21_44_(18790)_sardine_input.jpeg,(18790)_(2),2,[    0.93459     0.94982],Bad,Bad,Softness-0.3480592668056488
2025-01-21,2025-01-21_10_40_58_(18860)_sardine_input.jpeg,(18860)_(1),2,[    0.91526     0.93719],Bad,Bad,Softness-0.2276899814605713
2025-01-21,2025-01-21_10_40_58_(18860)_sardine_input.jpeg,(18860)_(2),2,[    0.91526     0.93719],Bad,Bad,Softness-0.21264879405498505
2025-01-21,2025-01-21_10_39_58_(18855)_sardine_input.jpeg,(18855)_(1),2,[    0.93742     0.90904],Bad,Good,0.9816301
2025-01-21,2025-01-21_10_39_58_(18855)_sardine_input.jpeg,(18855)_(2),2,[    0.93742     0.90904],Bad,Bad,Softness-0.311041921377182
2025-01-21,2025-01-21_10_30_00_(18831)_sardine_input.jpeg,(18831)_(1),2,[    0.92413     0.94203],Bad,Bad,Softness-0.03454861789941788
2025-01-21,2025-01-21_10_30_00_(18831)_sardine_input.jpeg,(18831)_(2),2,[    0.92413     0.94203],Bad,Good,0.96774083
2025-01-21,2025-01-21_10_21_03_(18787)_sardine_input.jpeg,(18787)_(1),2,[    0.93112     0.91528],Bad,Bad,Softness-0.08459065109491348
2025-01-21,2025-01-21_10_21_03_(18787)_sardine_input.jpeg,(18787)_(2),2,[    0.93112     0.91528],Bad,Bad,Softness-0.062088798731565475
2025-01-21,2025-01-21_10_19_45_(18782)_sardine_input.jpeg,(18782)_(1),2,[    0.93542     0.91825],Bad,Bad,Softness-0.10956480354070663
2025-01-21,2025-01-21_10_19_45_(18782)_sardine_input.jpeg,(18782)_(2),2,[    0.93542     0.91825],Bad,Bad,Softness-0.11997018754482269
2025-01-21,2025-01-21_10_41_20_(18862)_sardine_input.jpeg,(18862)_(1),2,[    0.93481     0.93143],Bad,Good,0.83159864
2025-01-21,2025-01-21_10_41_20_(18862)_sardine_input.jpeg,(18862)_(2),2,[    0.93481     0.93143],Bad,Good,0.66792893
2025-01-21,2025-01-21_10_20_13_(18784)_sardine_input.jpeg,(18784)_(1),2,[    0.92954     0.94074],Bad,Bad,Softness-0.25120431184768677
2025-01-21,2025-01-21_10_20_13_(18784)_sardine_input.jpeg,(18784)_(2),2,[    0.92954     0.94074],Bad,Good,0.636943
2025-01-21,2025-01-21_10_30_13_(18832)_sardine_input.jpeg,(18832)_(1),2,[    0.92254     0.94592],Bad,Bad,Softness-0.1137969121336937
2025-01-21,2025-01-21_10_30_13_(18832)_sardine_input.jpeg,(18832)_(2),2,[    0.92254     0.94592],Bad,Bad,Softness-0.2464984953403473
2025-01-21,2025-01-21_10_41_29_(18863)_sardine_input.jpeg,(18863)_(1),2,[    0.93781     0.94036],Bad,Bad,Softness-0.26536357402801514
2025-01-21,2025-01-21_10_41_29_(18863)_sardine_input.jpeg,(18863)_(2),2,[    0.93781     0.94036],Bad,Good,0.8285773
2025-01-21,2025-01-21_10_59_55_(18920)_sardine_input.jpeg,(18920)_(1),2,[    0.94349     0.93817],Bad,Bad,Softness-0.10276640206575394
2025-01-21,2025-01-21_10_59_55_(18920)_sardine_input.jpeg,(18920)_(2),2,[    0.94349     0.93817],Bad,Bad,Softness-0.021546246483922005
2025-01-21,2025-01-21_11_00_05_(18921)_sardine_input.jpeg,(18921)_(1),2,[    0.93219     0.94866],Bad,Good,0.83043385
2025-01-21,2025-01-21_11_00_05_(18921)_sardine_input.jpeg,(18921)_(2),2,[    0.93219     0.94866],Bad,Good,0.88018775
2025-01-21,2025-01-21_10_42_14_(18867)_sardine_input.jpeg,(18867)_(1),2,[    0.94466      0.9643],Bad,Bad,Softness-0.2160515934228897
2025-01-21,2025-01-21_10_42_14_(18867)_sardine_input.jpeg,(18867)_(2),2,[    0.94466      0.9643],Bad,Good,0.94192934
2025-01-21,2025-01-21_11_01_38_(18930)_sardine_input.jpeg,(18930)_(1),2,[    0.93844     0.91253],Bad,Bad,Softness-0.0838005542755127
2025-01-21,2025-01-21_11_01_38_(18930)_sardine_input.jpeg,(18930)_(2),2,[    0.93844     0.91253],Bad,Bad,Softness-0.43806055188179016
2025-01-21,2025-01-21_10_42_02_(18866)_sardine_input.jpeg,(18866)_(1),2,[    0.93162     0.94635],Bad,Good,0.5819013
2025-01-21,2025-01-21_10_42_02_(18866)_sardine_input.jpeg,(18866)_(2),2,[    0.93162     0.94635],Bad,Good,0.6066079
2025-01-21,2025-01-21_11_00_24_(18923)_sardine_input.jpeg,(18923)_(1),2,[    0.94772     0.95242],Bad,Bad,Softness-0.15149593353271484
2025-01-21,2025-01-21_11_00_24_(18923)_sardine_input.jpeg,(18923)_(2),2,[    0.94772     0.95242],Bad,Bad,Softness-0.08422142267227173
2025-01-21,2025-01-21_10_56_25_(18896)_sardine_input.jpeg,(18896)_(1),2,[    0.93884     0.94073],Good,Bad,Softness-0.1280093938112259
