date,filename,filename_id,actual_class,predicted_class,reason
2024-12-03,2024-12-03_10_17_08_(17691)_sardine_input.jpeg,(17691)_(2),Bad,Good,
2024-12-03,2024-12-03_10_17_23_(17692)_sardine_input.jpeg,(17692)_(1),Bad,Bad,Softness
2024-12-03,2024-12-03_10_17_23_(17692)_sardine_input.jpeg,(17692)_(2),Bad,Bad,Softness
2024-12-03,2024-12-03_10_17_36_(17693)_sardine_input.jpeg,(17693)_(1),Bad,Bad,Softness
2024-12-03,2024-12-03_10_17_36_(17693)_sardine_input.jpeg,(17693)_(2),Bad,Bad,Softness
2024-12-03,2024-12-03_10_17_49_(17694)_sardine_input.jpeg,(17694)_(1),Bad,Bad,Softness
2024-12-03,2024-12-03_10_17_49_(17694)_sardine_input.jpeg,(17694)_(2),Bad,Bad,Softness
2024-12-03,2024-12-03_10_18_00_(17695)_sardine_input.jpeg,(17695)_(1),Bad,Good,
2024-12-03,2024-12-03_10_18_00_(17695)_sardine_input.jpeg,(17695)_(2),Bad,Good,
2024-12-03,2024-12-03_10_18_12_(17696)_sardine_input.jpeg,(17696)_(1),Bad,Good,
2024-12-03,2024-12-03_10_18_12_(17696)_sardine_input.jpeg,(17696)_(2),Bad,Bad,Softness
2024-12-03,2024-12-03_10_18_22_(17697)_sardine_input.jpeg,(17697)_(1),Bad,Bad,Softness
2024-12-03,2024-12-03_10_18_22_(17697)_sardine_input.jpeg,(17697)_(2),Bad,Bad,Softness
2024-12-03,2024-12-03_10_18_34_(17698)_sardine_input.jpeg,(17698)_(1),Bad,Good,
2024-12-03,2024-12-03_10_18_34_(17698)_sardine_input.jpeg,(17698)_(2),Bad,Good,
2024-12-03,2024-12-03_10_18_47_(17699)_sardine_input.jpeg,(17699)_(1),Bad,Good,
2024-12-03,2024-12-03_10_18_47_(17699)_sardine_input.jpeg,(17699)_(2),Bad,Good,
2024-12-03,2024-12-03_10_19_03_(17700)_sardine_input.jpeg,(17700)_(1),Bad,Bad,Softness
2024-12-03,2024-12-03_10_19_03_(17700)_sardine_input.jpeg,(17700)_(2),Bad,Bad,Softness
2024-12-03,2024-12-03_10_19_16_(17701)_sardine_input.jpeg,(17701)_(1),Bad,Bad,Softness
2024-12-03,2024-12-03_10_19_16_(17701)_sardine_input.jpeg,(17701)_(2),Bad,Bad,Damaged
2024-12-03,2024-12-03_10_19_29_(17702)_sardine_input.jpeg,(17702)_(1),Bad,Bad,Softness
2024-12-03,2024-12-03_10_19_29_(17702)_sardine_input.jpeg,(17702)_(2),Bad,Bad,Softness
2024-12-03,2024-12-03_10_19_42_(17703)_sardine_input.jpeg,(17703)_(1),Bad,Bad,Softness
2024-12-03,2024-12-03_10_19_42_(17703)_sardine_input.jpeg,(17703)_(2),Bad,Bad,Softness
2024-12-03,2024-12-03_10_19_55_(17704)_sardine_input.jpeg,(17704)_(1),Bad,Bad,Softness
2024-12-03,2024-12-03_10_19_55_(17704)_sardine_input.jpeg,(17704)_(2),Bad,Bad,Softness
2024-12-03,2024-12-03_10_20_06_(17705)_sardine_input.jpeg,(17705)_(1),Bad,Bad,Softness
2024-12-03,2024-12-03_10_20_06_(17705)_sardine_input.jpeg,(17705)_(2),Bad,Good,
2024-12-03,2024-12-03_10_20_26_(17706)_sardine_input.jpeg,(17706)_(1),Bad,Bad,Softness
2024-12-03,2024-12-03_10_20_26_(17706)_sardine_input.jpeg,(17706)_(2),Bad,Bad,Softness
2024-12-03,2024-12-03_10_20_39_(17707)_sardine_input.jpeg,(17707)_(1),Bad,Bad,Softness
2024-12-03,2024-12-03_10_20_39_(17707)_sardine_input.jpeg,(17707)_(2),Bad,Bad,Softness
2024-12-03,2024-12-03_10_20_50_(17708)_sardine_input.jpeg,(17708)_(1),Bad,Good,
2024-12-03,2024-12-03_10_20_50_(17708)_sardine_input.jpeg,(17708)_(2),Bad,Bad,Softness
2024-12-03,2024-12-03_10_04_32_(17678)_sardine_input.jpeg,(17678)_(1),Good,Good,
2024-12-03,2024-12-03_10_04_32_(17678)_sardine_input.jpeg,(17678)_(2),Good,Good,
2024-12-03,2024-12-03_10_04_44_(17679)_sardine_input.jpeg,(17679)_(1),Good,Good,
2024-12-03,2024-12-03_10_04_44_(17679)_sardine_input.jpeg,(17679)_(2),Good,Bad,Softness
2024-12-10,2024-12-10_10_34_03_(17764)_sardine_input.jpeg,(17764)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_34_03_(17764)_sardine_input.jpeg,(17764)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_34_14_(17765)_sardine_input.jpeg,(17765)_(1),Bad,Good,
2024-12-10,2024-12-10_10_34_14_(17765)_sardine_input.jpeg,(17765)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_34_27_(17766)_sardine_input.jpeg,(17766)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_34_27_(17766)_sardine_input.jpeg,(17766)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_34_36_(17767)_sardine_input.jpeg,(17767)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_34_36_(17767)_sardine_input.jpeg,(17767)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_34_49_(17768)_sardine_input.jpeg,(17768)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_34_49_(17768)_sardine_input.jpeg,(17768)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_35_00_(17769)_sardine_input.jpeg,(17769)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_35_00_(17769)_sardine_input.jpeg,(17769)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_35_15_(17770)_sardine_input.jpeg,(17770)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_35_15_(17770)_sardine_input.jpeg,(17770)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_35_25_(17771)_sardine_input.jpeg,(17771)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_35_25_(17771)_sardine_input.jpeg,(17771)_(2),Bad,Good,
2024-12-10,2024-12-10_10_35_46_(17772)_sardine_input.jpeg,(17772)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_35_46_(17772)_sardine_input.jpeg,(17772)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_35_58_(17773)_sardine_input.jpeg,(17773)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_35_58_(17773)_sardine_input.jpeg,(17773)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_36_15_(17774)_sardine_input.jpeg,(17774)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_36_15_(17774)_sardine_input.jpeg,(17774)_(2),Bad,Good,
2024-12-10,2024-12-10_10_36_31_(17775)_sardine_input.jpeg,(17775)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_36_31_(17775)_sardine_input.jpeg,(17775)_(2),Bad,Good,
2024-12-10,2024-12-10_10_36_44_(17776)_sardine_input.jpeg,(17776)_(1),Bad,Good,
2024-12-10,2024-12-10_10_36_44_(17776)_sardine_input.jpeg,(17776)_(2),Bad,Good,
2024-12-10,2024-12-10_10_36_59_(17777)_sardine_input.jpeg,(17777)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_36_59_(17777)_sardine_input.jpeg,(17777)_(2),Bad,Good,
2024-12-10,2024-12-10_10_37_09_(17778)_sardine_input.jpeg,(17778)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_37_09_(17778)_sardine_input.jpeg,(17778)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_37_21_(17779)_sardine_input.jpeg,(17779)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_37_21_(17779)_sardine_input.jpeg,(17779)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_37_39_(17780)_sardine_input.jpeg,(17780)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_37_39_(17780)_sardine_input.jpeg,(17780)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_37_58_(17781)_sardine_input.jpeg,(17781)_(1),Bad,Good,
2024-12-10,2024-12-10_10_37_58_(17781)_sardine_input.jpeg,(17781)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_38_12_(17782)_sardine_input.jpeg,(17782)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_38_12_(17782)_sardine_input.jpeg,(17782)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_38_22_(17783)_sardine_input.jpeg,(17783)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_38_22_(17783)_sardine_input.jpeg,(17783)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_38_33_(17784)_sardine_input.jpeg,(17784)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_38_33_(17784)_sardine_input.jpeg,(17784)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_38_43_(17785)_sardine_input.jpeg,(17785)_(1),Bad,Good,
2024-12-10,2024-12-10_10_38_43_(17785)_sardine_input.jpeg,(17785)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_38_58_(17786)_sardine_input.jpeg,(17786)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_38_58_(17786)_sardine_input.jpeg,(17786)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_39_09_(17787)_sardine_input.jpeg,(17787)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_39_09_(17787)_sardine_input.jpeg,(17787)_(2),Bad,Good,
2024-12-10,2024-12-10_10_39_23_(17788)_sardine_input.jpeg,(17788)_(1),Bad,Good,
2024-12-10,2024-12-10_10_39_23_(17788)_sardine_input.jpeg,(17788)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_39_36_(17789)_sardine_input.jpeg,(17789)_(1),Bad,Good,
2024-12-10,2024-12-10_10_39_36_(17789)_sardine_input.jpeg,(17789)_(2),Bad,Good,
2024-12-10,2024-12-10_10_39_50_(17790)_sardine_input.jpeg,(17790)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_39_50_(17790)_sardine_input.jpeg,(17790)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_40_02_(17791)_sardine_input.jpeg,(17791)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_40_02_(17791)_sardine_input.jpeg,(17791)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_40_02_(17791)_sardine_input.jpeg,(17791)_(3),Bad,Bad,Softness
2024-12-10,2024-12-10_10_40_12_(17792)_sardine_input.jpeg,(17792)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_40_12_(17792)_sardine_input.jpeg,(17792)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_40_24_(17793)_sardine_input.jpeg,(17793)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_40_24_(17793)_sardine_input.jpeg,(17793)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_40_36_(17794)_sardine_input.jpeg,(17794)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_40_36_(17794)_sardine_input.jpeg,(17794)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_40_46_(17795)_sardine_input.jpeg,(17795)_(1),Bad,Good,
2024-12-10,2024-12-10_10_40_46_(17795)_sardine_input.jpeg,(17795)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_40_59_(17796)_sardine_input.jpeg,(17796)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_40_59_(17796)_sardine_input.jpeg,(17796)_(2),Bad,Good,
2024-12-10,2024-12-10_10_41_11_(17797)_sardine_input.jpeg,(17797)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_41_11_(17797)_sardine_input.jpeg,(17797)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_41_23_(17798)_sardine_input.jpeg,(17798)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_41_23_(17798)_sardine_input.jpeg,(17798)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_41_35_(17799)_sardine_input.jpeg,(17799)_(1),Bad,Good,
2024-12-10,2024-12-10_10_41_35_(17799)_sardine_input.jpeg,(17799)_(2),Bad,Good,
2024-12-10,2024-12-10_10_41_47_(17800)_sardine_input.jpeg,(17800)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_41_47_(17800)_sardine_input.jpeg,(17800)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_41_57_(17801)_sardine_input.jpeg,(17801)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_41_57_(17801)_sardine_input.jpeg,(17801)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_42_10_(17802)_sardine_input.jpeg,(17802)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_42_10_(17802)_sardine_input.jpeg,(17802)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_42_20_(17803)_sardine_input.jpeg,(17803)_(1),Bad,Good,
2024-12-10,2024-12-10_10_42_20_(17803)_sardine_input.jpeg,(17803)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_42_33_(17804)_sardine_input.jpeg,(17804)_(1),Bad,Good,
2024-12-10,2024-12-10_10_42_33_(17804)_sardine_input.jpeg,(17804)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_42_46_(17805)_sardine_input.jpeg,(17805)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_42_46_(17805)_sardine_input.jpeg,(17805)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_42_58_(17806)_sardine_input.jpeg,(17806)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_42_58_(17806)_sardine_input.jpeg,(17806)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_43_10_(17807)_sardine_input.jpeg,(17807)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_43_10_(17807)_sardine_input.jpeg,(17807)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_43_20_(17808)_sardine_input.jpeg,(17808)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_43_20_(17808)_sardine_input.jpeg,(17808)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_43_32_(17809)_sardine_input.jpeg,(17809)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_43_32_(17809)_sardine_input.jpeg,(17809)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_43_41_(17810)_sardine_input.jpeg,(17810)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_43_41_(17810)_sardine_input.jpeg,(17810)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_43_50_(17811)_sardine_input.jpeg,(17811)_(1),Bad,Good,
2024-12-10,2024-12-10_10_43_50_(17811)_sardine_input.jpeg,(17811)_(2),Bad,Good,
2024-12-10,2024-12-10_10_44_14_(17813)_sardine_input.jpeg,(17813)_(1),Bad,Bad,Softness
2024-12-10,2024-12-10_10_44_14_(17813)_sardine_input.jpeg,(17813)_(2),Bad,Bad,Softness
2024-12-10,2024-12-10_10_44_03_(17812)_sardine_input.jpeg,(17812)_(1),Good,Good,
2024-12-10,2024-12-10_10_44_03_(17812)_sardine_input.jpeg,(17812)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_25_18_(17890)_sardine_input.jpeg,(17890)_(1),Bad,Good,
2024-12-17,2024-12-17_10_25_18_(17890)_sardine_input.jpeg,(17890)_(2),Bad,Bad,Softness
2024-12-17,2024-12-17_10_26_06_(17891)_sardine_input.jpeg,(17891)_(1),Bad,Bad,Softness
2024-12-17,2024-12-17_10_26_06_(17891)_sardine_input.jpeg,(17891)_(2),Bad,Bad,Softness
2024-12-17,2024-12-17_10_29_28_(17897)_sardine_input.jpeg,(17897)_(1),Bad,Bad,Softness
2024-12-17,2024-12-17_10_29_28_(17897)_sardine_input.jpeg,(17897)_(2),Bad,Bad,Softness
2024-12-17,2024-12-17_10_29_36_(17898)_sardine_input.jpeg,(17898)_(1),Bad,Bad,Softness
2024-12-17,2024-12-17_10_29_36_(17898)_sardine_input.jpeg,(17898)_(2),Bad,Bad,Softness
2024-12-17,2024-12-17_10_29_36_(17898)_sardine_input.jpeg,(17898)_(3),Bad,Bad,Softness
2024-12-17,2024-12-17_10_29_44_(17899)_sardine_input.jpeg,(17899)_(1),Bad,Bad,Softness
2024-12-17,2024-12-17_10_29_44_(17899)_sardine_input.jpeg,(17899)_(2),Bad,Good,
2024-12-17,2024-12-17_10_30_40_(17902)_sardine_input.jpeg,(17902)_(1),Bad,Bad,Softness
2024-12-17,2024-12-17_10_30_40_(17902)_sardine_input.jpeg,(17902)_(2),Bad,Good,
2024-12-17,2024-12-17_10_30_51_(17903)_sardine_input.jpeg,(17903)_(1),Bad,Bad,Softness
2024-12-17,2024-12-17_10_30_51_(17903)_sardine_input.jpeg,(17903)_(2),Bad,Good,
2024-12-17,2024-12-17_10_31_14_(17904)_sardine_input.jpeg,(17904)_(1),Bad,Bad,Softness
2024-12-17,2024-12-17_10_31_14_(17904)_sardine_input.jpeg,(17904)_(2),Bad,Bad,Softness
2024-12-17,2024-12-17_10_31_28_(17905)_sardine_input.jpeg,(17905)_(1),Bad,Bad,Softness
2024-12-17,2024-12-17_10_31_28_(17905)_sardine_input.jpeg,(17905)_(2),Bad,Good,
2024-12-17,2024-12-17_10_31_46_(17906)_sardine_input.jpeg,(17906)_(1),Bad,Bad,Softness
2024-12-17,2024-12-17_10_31_46_(17906)_sardine_input.jpeg,(17906)_(2),Bad,Bad,Softness
2024-12-17,2024-12-17_10_32_00_(17907)_sardine_input.jpeg,(17907)_(1),Bad,Bad,Softness
2024-12-17,2024-12-17_10_32_00_(17907)_sardine_input.jpeg,(17907)_(2),Bad,Bad,Softness
2024-12-17,2024-12-17_10_32_45_(17910)_sardine_input.jpeg,(17910)_(1),Bad,Good,
2024-12-17,2024-12-17_10_32_45_(17910)_sardine_input.jpeg,(17910)_(2),Bad,Bad,Softness
2024-12-17,2024-12-17_10_33_14_(17911)_sardine_input.jpeg,(17911)_(1),Bad,Good,
2024-12-17,2024-12-17_10_33_14_(17911)_sardine_input.jpeg,(17911)_(2),Bad,Bad,Softness
2024-12-17,2024-12-17_10_33_45_(17912)_sardine_input.jpeg,(17912)_(1),Bad,Good,
2024-12-17,2024-12-17_10_33_45_(17912)_sardine_input.jpeg,(17912)_(2),Bad,Bad,Softness
2024-12-17,2024-12-17_10_34_45_(17915)_sardine_input.jpeg,(17915)_(1),Bad,Bad,Softness
2024-12-17,2024-12-17_10_34_45_(17915)_sardine_input.jpeg,(17915)_(2),Bad,Bad,Softness
2024-12-17,2024-12-17_10_35_17_(17916)_sardine_input.jpeg,(17916)_(1),Bad,Good,
2024-12-17,2024-12-17_10_35_17_(17916)_sardine_input.jpeg,(17916)_(2),Bad,Bad,Softness
2024-12-17,2024-12-17_10_36_02_(17918)_sardine_input.jpeg,(17918)_(1),Bad,Bad,Softness
2024-12-17,2024-12-17_10_36_02_(17918)_sardine_input.jpeg,(17918)_(2),Bad,Bad,Softness
2024-12-17,2024-12-17_10_21_28_(17878)_sardine_input.jpeg,(17878)_(1),Good,Good,
2024-12-17,2024-12-17_10_21_28_(17878)_sardine_input.jpeg,(17878)_(2),Good,Good,
2024-12-17,2024-12-17_10_21_53_(17879)_sardine_input.jpeg,(17879)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_21_53_(17879)_sardine_input.jpeg,(17879)_(2),Good,Good,
2024-12-17,2024-12-17_10_22_04_(17880)_sardine_input.jpeg,(17880)_(1),Good,Good,
2024-12-17,2024-12-17_10_22_04_(17880)_sardine_input.jpeg,(17880)_(2),Good,Good,
2024-12-17,2024-12-17_10_22_17_(17881)_sardine_input.jpeg,(17881)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_22_17_(17881)_sardine_input.jpeg,(17881)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_22_32_(17882)_sardine_input.jpeg,(17882)_(1),Good,Good,
2024-12-17,2024-12-17_10_22_32_(17882)_sardine_input.jpeg,(17882)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_23_00_(17883)_sardine_input.jpeg,(17883)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_23_00_(17883)_sardine_input.jpeg,(17883)_(2),Good,Good,
2024-12-17,2024-12-17_10_23_21_(17884)_sardine_input.jpeg,(17884)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_23_21_(17884)_sardine_input.jpeg,(17884)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_23_44_(17885)_sardine_input.jpeg,(17885)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_23_44_(17885)_sardine_input.jpeg,(17885)_(2),Good,Good,
2024-12-17,2024-12-17_10_23_55_(17886)_sardine_input.jpeg,(17886)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_23_55_(17886)_sardine_input.jpeg,(17886)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_24_19_(17887)_sardine_input.jpeg,(17887)_(1),Good,Good,
2024-12-17,2024-12-17_10_24_19_(17887)_sardine_input.jpeg,(17887)_(2),Good,Good,
2024-12-17,2024-12-17_10_24_33_(17888)_sardine_input.jpeg,(17888)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_24_33_(17888)_sardine_input.jpeg,(17888)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_24_50_(17889)_sardine_input.jpeg,(17889)_(1),Good,Good,
2024-12-17,2024-12-17_10_24_50_(17889)_sardine_input.jpeg,(17889)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_26_23_(17892)_sardine_input.jpeg,(17892)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_26_23_(17892)_sardine_input.jpeg,(17892)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_27_31_(17893)_sardine_input.jpeg,(17893)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_27_31_(17893)_sardine_input.jpeg,(17893)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_27_42_(17894)_sardine_input.jpeg,(17894)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_27_42_(17894)_sardine_input.jpeg,(17894)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_27_50_(17895)_sardine_input.jpeg,(17895)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_27_50_(17895)_sardine_input.jpeg,(17895)_(2),Good,Good,
2024-12-17,2024-12-17_10_28_00_(17896)_sardine_input.jpeg,(17896)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_28_00_(17896)_sardine_input.jpeg,(17896)_(2),Good,Good,
2024-12-17,2024-12-17_10_29_53_(17900)_sardine_input.jpeg,(17900)_(1),Good,Good,
2024-12-17,2024-12-17_10_29_53_(17900)_sardine_input.jpeg,(17900)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_30_12_(17901)_sardine_input.jpeg,(17901)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_30_12_(17901)_sardine_input.jpeg,(17901)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_32_19_(17908)_sardine_input.jpeg,(17908)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_32_19_(17908)_sardine_input.jpeg,(17908)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_32_30_(17909)_sardine_input.jpeg,(17909)_(1),Good,Good,
2024-12-17,2024-12-17_10_32_30_(17909)_sardine_input.jpeg,(17909)_(2),Good,Good,
2024-12-17,2024-12-17_10_34_01_(17913)_sardine_input.jpeg,(17913)_(1),Good,Good,
2024-12-17,2024-12-17_10_34_01_(17913)_sardine_input.jpeg,(17913)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_34_22_(17914)_sardine_input.jpeg,(17914)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_34_22_(17914)_sardine_input.jpeg,(17914)_(2),Good,Good,
2024-12-17,2024-12-17_10_35_31_(17917)_sardine_input.jpeg,(17917)_(1),Good,Good,
2024-12-17,2024-12-17_10_35_31_(17917)_sardine_input.jpeg,(17917)_(2),Good,Good,
2024-12-17,2024-12-17_10_36_12_(17919)_sardine_input.jpeg,(17919)_(1),Good,Good,
2024-12-17,2024-12-17_10_36_12_(17919)_sardine_input.jpeg,(17919)_(2),Good,Bad,Softness
2024-12-17,2024-12-17_10_36_27_(17920)_sardine_input.jpeg,(17920)_(1),Good,Bad,Softness
2024-12-17,2024-12-17_10_36_27_(17920)_sardine_input.jpeg,(17920)_(2),Good,Bad,Softness
2024-12-19,2024-12-19_10_04_59_(17997)_sardine_input.jpeg,(17997)_(1),Bad,Bad,Softness
2024-12-19,2024-12-19_10_04_59_(17997)_sardine_input.jpeg,(17997)_(2),Bad,Good,
2024-12-19,2024-12-19_10_06_53_(18008)_sardine_input.jpeg,(18008)_(1),Bad,Bad,Damaged
2024-12-19,2024-12-19_10_06_53_(18008)_sardine_input.jpeg,(18008)_(2),Bad,Good,
2024-12-19,2024-12-19_10_07_04_(18009)_sardine_input.jpeg,(18009)_(1),Bad,Good,
