Date,Filename,Species,Class,Reason,S3_file_key,BucketName
2023-05-23,20230523094107303_sardine_bad.jpeg,Sardine,Misclassified,,sardine/bad/20230523094107303_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094125848_sardine_bad.jpeg,Sardine,Bad,,sardine/bad/20230523094125848_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094144886_sardine_bad.jpeg,Sardine,Bad,,sardine/bad/20230523094144886_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094200897_sardine_bad.jpeg,Sardine,Bad,,sardine/bad/20230523094200897_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094217458_sardine_bad.jpeg,Sardine,Bad,,sardine/bad/20230523094217458_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094230420_sardine_bad.jpeg,Sardine,Misclassified,,sardine/bad/20230523094230420_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094240096_sardine_bad.jpeg,Sardine,Bad,,sardine/bad/20230523094240096_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094301696_sardine_bad.jpeg,Sardine,Bad,,sardine/bad/20230523094301696_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094323538_sardine_bad.jpeg,Sardine,Bad,,sardine/bad/20230523094323538_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094338918_sardine_bad.jpeg,Sardine,Bad,,sardine/bad/20230523094338918_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094355495_sardine_bad.jpeg,Sardine,Bad,,sardine/bad/20230523094355495_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094427319_sardine_bad.jpeg,Sardine,Bad,,sardine/bad/20230523094427319_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094441343_sardine_bad.jpeg,Sardine,Bad,,sardine/bad/20230523094441343_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094454898_sardine_bad.jpeg,Sardine,Bad,,sardine/bad/20230523094454898_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094522591_sardine_bad.jpeg,Sardine,Bad,,sardine/bad/20230523094522591_sardine_bad.jpeg,fish-data-collection-v2
2023-05-23,20230523094534352_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094534352_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094607017_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094607017_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094622143_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094622143_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094634363_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094634363_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094649527_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094649527_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094701421_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094701421_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094712149_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094712149_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094724052_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094724052_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094743317_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094743317_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094754573_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094754573_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094806521_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094806521_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094822875_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094822875_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094837155_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094837155_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094904089_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094904089_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094904341_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094904341_sardine_good.jpeg,fish-data-collection-v2
2023-05-23,20230523094904840_sardine_good.jpeg,Sardine,Good,,sardine/good/20230523094904840_sardine_good.jpeg,fish-data-collection-v2
2023-05-25,20230525090511942_indian salmon_bad.jpeg,Indian salmon,Bad,,Indian salmon/bad/20230525090511942_indian salmon_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525090527595_indian salmon_bad.jpeg,Indian salmon,Bad,,Indian salmon/bad/20230525090527595_indian salmon_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525090541415_indian salmon_bad.jpeg,Indian salmon,Bad,,Indian salmon/bad/20230525090541415_indian salmon_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525090618736_indian salmon_bad.jpeg,Indian salmon,Bad,,Indian salmon/bad/20230525090618736_indian salmon_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525090638253_indian salmon_bad.jpeg,Indian salmon,Bad,,Indian salmon/bad/20230525090638253_indian salmon_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525090650851_indian salmon_bad.jpeg,Indian salmon,Bad,,Indian salmon/bad/20230525090650851_indian salmon_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525090705863_indian salmon_bad.jpeg,Indian salmon,Bad,,Indian salmon/bad/20230525090705863_indian salmon_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525090726928_indian salmon_bad.jpeg,Indian salmon,Bad,,Indian salmon/bad/20230525090726928_indian salmon_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525090752216_indian salmon_bad.jpeg,Indian salmon,Bad,,Indian salmon/bad/20230525090752216_indian salmon_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525090811155_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525090811155_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525090825848_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525090825848_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525090844752_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525090844752_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525090912082_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525090912082_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525090942553_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525090942553_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525091025327_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525091025327_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525091042514_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525091042514_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525091052942_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525091052942_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525091107876_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525091107876_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525091119998_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525091119998_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525091136212_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525091136212_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525132137759_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525132137759_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525132153647_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525132153647_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525132213794_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525132213794_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525132228614_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525132228614_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525132310748_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525132310748_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525132331964_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525132331964_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525132353744_indian salmon_good.jpeg,Indian salmon,Good,,Indian salmon/good/20230525132353744_indian salmon_good.jpeg,fish-data-collection-v2
2023-05-25,20230525092547598_tuna _good.jpeg,Tuna,Good,,Tuna /good/20230525092547598_tuna _good.jpeg,fish-data-collection-v2
2023-05-25,20230525092608259_tuna_good.jpeg,Tuna,Good,,Tuna/good/20230525092608259_tuna_good.jpeg,fish-data-collection-v2
2023-05-25,20230525092630914_tuna_good.jpeg,Tuna,Good,,Tuna/good/20230525092630914_tuna_good.jpeg,fish-data-collection-v2
2023-05-25,20230525101423157_basa_good.jpeg,Basa,Good,,basa/good/20230525101423157_basa_good.jpeg,fish-data-collection-v2
2023-05-25,20230525101513554_basa_good.jpeg,Basa,Good,,basa/good/20230525101513554_basa_good.jpeg,fish-data-collection-v2
2023-05-25,20230525101518666_basa_good.jpeg,Basa,Good,,basa/good/20230525101518666_basa_good.jpeg,fish-data-collection-v2
2023-05-25,20230525101556079_basa_good.jpeg,Basa,Good,,basa/good/20230525101556079_basa_good.jpeg,fish-data-collection-v2
2023-05-25,20230525101601148_basa_good.jpeg,Basa,Good,,basa/good/20230525101601148_basa_good.jpeg,fish-data-collection-v2
2023-05-25,20230525101641843_basa_good.jpeg,Basa,Good,,basa/good/20230525101641843_basa_good.jpeg,fish-data-collection-v2
2023-05-25,20230525101643803_basa_good.jpeg,Basa,Good,,basa/good/20230525101643803_basa_good.jpeg,fish-data-collection-v2
2023-05-25,20230525101722124_basa_good.jpeg,Basa,Good,,basa/good/20230525101722124_basa_good.jpeg,fish-data-collection-v2
2023-05-25,20230525103602068_basa_good.jpeg,Basa,Good,,basa/good/20230525103602068_basa_good.jpeg,fish-data-collection-v2
2023-05-25,20230525103632416_basa_good.jpeg,Basa,Good,,basa/good/20230525103632416_basa_good.jpeg,fish-data-collection-v2
2023-05-25,20230525103700906_basa_good.jpeg,Basa,Good,,basa/good/20230525103700906_basa_good.jpeg,fish-data-collection-v2
2023-05-25,20230525103733242_basa_good.jpeg,Basa,Good,,basa/good/20230525103733242_basa_good.jpeg,fish-data-collection-v2
2023-05-25,20230525083736889_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525083736889_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525083754783_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525083754783_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084334150_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084334150_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084446937_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084446937_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084459476_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084459476_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084518776_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084518776_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084532290_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084532290_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084547380_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084547380_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084602542_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084602542_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084617782_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084617782_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084635183_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084635183_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084646928_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084646928_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084656831_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084656831_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084713159_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084713159_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084723456_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084723456_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084736862_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084736862_mackerel_bad.jpeg,fish-data-collection-v2
2023-05-25,20230525084748608_mackerel_bad.jpeg,Mackerel,Bad,,mackerel/bad/20230525084748608_mackerel_bad.jpeg,fish-data-collection-v2
