Date,Filename,Species,Class,Reason
2023-06-08,IMG20230608080910.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608080849.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608080843.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608080902.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608080854.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608080916.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081244.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608080923.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608080932.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081254.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081258.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081302.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081249.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081306.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081320.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081314.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081310.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081328.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081324.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081335.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081331.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081345.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608081342.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608080527.jpg,Mackerel,Bad,Manual_data
2023-06-08,IMG20230608075632.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075625.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075656.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075700.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075648.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075652.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075643.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075705.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075709.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075744.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075749.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075800.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075755.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075818.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075812.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075825.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075805.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075908.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075904.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075733.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075720.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608080340.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608075845.jpg,Sardine,Good,Manual_data
2023-06-08,IMG20230608074944.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608074953.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608074958.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075003.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075022.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075017.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075010.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075034.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075050.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075044.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075029.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075106.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075101.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075302.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075258.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075323.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075318.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075311.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075334.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075329.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075339.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075352.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075345.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075406.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075359.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075436.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075412.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075431.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075423.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075456.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075449.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075442.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075509.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075504.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075513.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075120.jpg,Sardine,Bad,Manual_data
2023-06-08,IMG20230608075141.jpg,Sardine,Bad,Manual_data
2023-06-09,Misclassified,Mackerel,Good,Manual_data
2023-06-09,IMG20230609091102.jpg,Mackerel,Bad,Manual_data
2023-06-09,IMG20230609091731.jpg,Mackerel,Bad,Manual_data
2023-06-09,IMG20230609091345.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091335.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091141.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091339.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091330.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091418.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091350.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091356.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091423.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091436.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091447.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091428.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091452.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092248.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091458.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091504.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092241.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092257.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092303.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092319.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092308.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092339.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092419.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092348.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092404.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092356.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092443.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092425.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092431.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092438.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092448.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092454.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092603.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092554.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092502.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092615.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092624.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092609.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092619.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092648.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092638.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092644.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092630.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092712.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092658.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092653.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092847.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092705.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092856.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092909.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092902.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092852.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092933.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092914.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092919.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092951.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092937.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092956.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092946.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092941.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093012.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093001.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093007.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093516.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093017.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093521.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093510.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093527.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093545.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093533.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093540.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093550.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093555.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091406.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609091442.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609092328.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093609.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609093614.jpg,Sardine,Good,Manual_data
2023-06-09,IMG20230609085726.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085738.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085746.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085803.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085812.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085824.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085831.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085900.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085929.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085913.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085908.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085922.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085934.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085940.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085946.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609085951.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090042.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090026.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090021.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090036.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090050.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090046.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090105.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090358.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090704.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090429.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090436.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090415.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090724.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090718.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090706.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090733.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090752.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090747.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090740.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090758.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090807.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090803.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090830.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090851.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090841.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090822.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090906.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090856.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090859.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090910.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091015.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091011.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091006.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090920.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091036.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091020.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091026.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091031.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091527.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091054.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091058.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091105.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091545.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091556.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091551.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091537.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091616.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091604.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091610.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091620.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091650.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091644.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091634.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091655.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091707.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091701 (1).jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091755.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091713.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091751.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091815.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091801.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091852.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091821.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091903.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091859.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091907.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091912.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609092134.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609092129.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609092116.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609092121.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609092152.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609092157.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609092141.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609092148.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609092203.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609092217.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609093625.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609092208.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609093631.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609093719.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609093637.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609093659.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609093707.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609093724.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609094259.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609093737.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609093732.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609093728.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609094305.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609094321.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609094313.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609094335.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609094622.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609094614.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609094603.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090011.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090012.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609090714.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091628.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091701.jpg,Sardine,Bad,Manual_data
2023-06-09,IMG20230609091738.jpg,Sardine,Bad,Manual_data
2023-06-20,IMG20230620130227.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130232.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130236.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130239.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130249.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130252.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130256.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130300.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130304.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130308.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130548.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130631.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130635.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130640.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130645.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130649.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130653.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130656.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130742.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130746.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130750.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130754.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130758.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130803.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130806.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130809.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130812.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130815.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130819.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130822.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132323.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132331.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132337.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132340.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132409.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132414.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132420.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132715.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132720.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132724.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132728.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132733.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132742.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132752.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132757.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132817.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132824.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132830.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132836.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132842.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132845.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132851.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130223.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132327.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130242.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130703.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620130712.jpg,Sardine,Good,Manual_data
2023-06-20,IMG20230620132859.jpg,Sardine,Good,Manual_data
2023-06-22,IMG20230622111418.jpg,Mackerel,Good,Manual_data
2023-06-22,IMG20230622111409.jpg,Mackerel,Good,Manual_data
2023-06-22,IMG20230622111415.jpg,Mackerel,Good,Manual_data
2023-06-22,IMG20230622111427.jpg,Mackerel,Good,Manual_data
